Protein.ID	HRD
jg188887.t1	glycine trna ligase
jg188888.t1	rgg repeats nuclear rna binding
jg188890.t1	ras rab 1b
jg188892.t1	50s ribosomal l4
jg188911.t1	phytocyanin
jg188912.t1	phytocyanin
jg188923.t1	patatin
jg188925.t1	patatin
jg188927.t1	patatin
jg188928.t1	patatin
jg188930.t1	patatin
jg161549.t1	patatin
jg161550.t1	patatin
jg161558.t1	patatin
jg161567.t1	patatin
jg161580.t1	cell cycle serine threonine kinase
jg153015.t1	wrky transcription factor
jg153021.t1	lysine trna ligase
jg153022.t1	germin
jg153023.t1	tryptophan trna ligase
jg153025.t1	elongator complex
jg153026.t1	mannosyltransferase
jg153029.t1	pentatricopeptide repeat at1g02150
jg153030.t1	pentatricopeptide repeat at1g02150
jg153031.t1	cyclin
jg153047.t1	heterogeneous nuclear ribonucleoprotein q
jg61050.t1	nucleotide diphospho sugar transferase
jg61054.t1	actin cytoplasmic
jg61063.t1	beta fructofuranosidase cell wall isozyme
jg61066.t1	cytochrome p450 714c2 isoform
jg12783.t1	methylesterase
jg12794.t1	methylesterase
jg12795.t1	methylesterase
jg194154.t1	methylesterase
jg194155.t1	methylesterase chloroplastic
jg194156.t1	methylesterase chloroplastic
jg194157.t1	eukaryotic translation initiation factor isoform 4g
jg194168.t1	serine threonine kinase pbl19
jg194169.t1	flz type
jg194175.t1	flz type
jg194180.t1	clathrin assembly
jg194182.t1	atp synthase delta epsilon subunit
jg194186.t1	enhanced downy mildew isoform
jg194187.t1	bhlh transcription factor
jg194192.t1	disease resistance tir nbs
jg194196.t1	amp deaminase
jg194205.t1	nrt1 ptr
jg192963.t1	nrt1 ptr
jg117405.t1	serine threonine kinase pix7
jg117406.t1	hypersensitive induced response
jg117407.t1	mitochondrial outer membrane porin
jg117437.t1	disease resistance tir nbs lrr
jg198932.t1	dna repair recombination rad54
jg198933.t3	alpha d glucan glucanohydrolase
jg198936.t1	pectate lyase
jg198937.t1	pectate lyase
jg198955.t1	pectate lyase
jg198961.t1	ap2 ethylene responsive transcription factor
jg198965.t1	single stranded dna binding why1 chloroplastic
jg198989.t1	ubiquitin conjugating enzyme e2
jg198990.t1	26s proteasome non atpase regulatory subunit
jg198991.t1	lrr receptor serine threonine kinase at1g14390
jg198996.t1	f box fbd lrr repeat
jg199034.t1	homeobox leucine zipper athb
jg199054.t1	sucrose transport suc3
jg199055.t1	transcription factor bhlh
jg144007.t1	f box kelch repeat skip11
jg178816.t1	e3 ubiquitin ligase isoform
jg178813.t1	transcription factor bhlh
jg169632.t1	delta fatty acyl desaturase
jg169639.t1	acidic endochitinase
jg169641.t1	cullin 3a
jg169648.t1	loc107481226 isoform x2
jg169671.t1	hgh1
jg142947.t1	phytochrome kinase substrate
jg142910.t1	phytochrome kinase substrate
jg208262.t1	methyltransferase
jg208264.t1	vinorine synthase
jg208273.t1	centromere c isoform
jg208277.t1	nac transcription factor
jg208278.t1	60s ribosomal l34
jg196311.t1	zinc finger homeodomain
jg87025.t1	f box pp2 b11
jg87027.t1	amino acid transporter avt1i
jg87028.t1	loc101496812 isoform x1
jg207066.t1	wd repeat
jg207077.t1	indole acetic acid amido synthetase gh3
jg158816.t1	bhlh transcription factor
jg158835.t1	g type lectin s receptor serine threonine kinase
jg139710.t1	g type lectin s receptor serine threonine kinase
jg139729.t1	g type lectin s receptor serine threonine kinase
jg139733.t1	g type lectin s receptor serine threonine kinase
jg139734.t1	udp glycosyltransferase 89b1
jg192030.t1	calcium binding ef hand
jg192019.t1	udp glycosyltransferase 89b1
jg192018.t1	cytochrome p450 71a26
jg192016.t1	cytochrome p450 71a26
jg83180.t1	polygalacturonase inhibitor
jg83181.t1	amino acid transporter avt1i
jg83186.t1	amino acid transporter avt1i
jg83187.t1	universal stress phos32 isoform
jg159598.t1	kinase ubib
jg12729.t1	cst complex subunit ctc1
jg12724.t1	pat1
jg12718.t1	obg atpase
jg12715.t1	auxin responsive
jg46859.t1	pentatricopeptide repeat at1g53330
jg214233.t1	anaphase promoting complex subunit
jg214217.t1	transport sec61 subunit alpha
jg214208.t1	pentatricopeptide repeat chloroplastic mitochondrial
jg214203.t1	non specific serine threonine kinase
jg214192.t2	non specific serine threonine kinase
jg111854.t1	50s ribosomal l13
jg111874.t1	pentatricopeptide repeat at1g03560 mitochondrial
jg111875.t1	utp glucose phosphate uridylyltransferase chloroplastic
jg111881.t1	e3 ubiquitin ligase ccnb1ip1 isoform
jg111887.t1	alpha trehalose phosphate synthase udp forming
jg111911.t1	dtdp d glucose dehydratase
jg111943.t1	kunitz type trypsin inhibitor
jg186611.t1	bidirectional sugar transporter sweet
jg186614.t1	jade isoform x1
jg186644.t1	kunitz type trypsin inhibitor
jg186645.t1	kunitz type trypsin inhibitor
jg186646.t1	kunitz type trypsin inhibitor
jg186653.t1	kunitz type trypsin inhibitor
jg186654.t1	mitogen kinase
jg186656.t1	peptide methionine r s oxide reductase
jg186659.t1	sh2 a isoform
jg186674.t1	heme binding
jg1353.t1	cationic amino acid transporter vacuolar
jg1357.t1	gibberellin beta dioxygenase
jg34343.t1	cell division control
jg34334.t1	lrr receptor serine threonine kinase
jg34320.t1	pentatricopeptide repeat chloroplastic mitochondrial
jg34317.t1	dna repair reca chloroplastic
jg34316.t1	auxin responsive saur71
jg113263.t1	non specific serine threonine kinase
jg113251.t1	phosphoenolpyruvate carboxylase
jg113230.t1	hexosyltransferase
jg161508.t1	rich receptor serine threonine kinase
jg161503.t1	nuclear rna binding
jg161502.t1	aaa
jg161494.t1	clavata3 esr cle
jg161493.t1	malate dehydrogenase
jg115325.t1	chromatin remodeling ebs isoform
jg115329.t1	homogentisate dioxygenase
jg115340.t1	phosphatase 2c
jg115341.t1	squamosa promoter binding
jg196168.t1	calcium binding cml27
jg196148.t1	cytochrome c oxidase subunit
jg212011.t1	30s ribosomal s9
jg212007.t1	early nodulin
jg211993.t1	dynamin type g
jg211981.t1	heat shock kda mitochondrial
jg211979.t1	glutamyl trna gln amidotransferase subunit a
jg211978.t1	heat shock kda mitochondrial
jg211958.t1	hydroxybutyryl coa dehydrogenase
jg211957.t1	ribosomal l11 methyltransferase
jg211956.t1	heat shock kda mitochondrial
jg137662.t1	30s ribosomal s20
jg137668.t2	tyrosine aminotransferase
jg137669.t1	exonuclease
jg137678.t1	sawadee homeodomain isoform
jg137692.t1	oligopeptide transporter
jg29156.t1	translation initiation factor if chloroplastic
jg172155.t1	guanine nucleotide exchange factor spike
jg172127.t1	ribosomal rna large subunit methyltransferase i
jg135869.t2	b cyclin
jg135888.t1	metal tolerance
jg85748.t1	peptidylprolyl isomerase
jg85736.t1	della rgl1
jg85735.t1	serine threonine kinase ctr1 isoform
jg85725.t1	glutathione s transferase
jg141325.t1	peroxisomal dienoyl coa reductase
jg141322.t1	dna repair recombination rad54
jg38470.t1	myosin
jg38470.t2	myosin
jg38478.t1	nac transcription factor
jg9951.t1	ubiquitin conjugating enzyme e2 isoform
jg179761.t1	lysine specific histone demethylase
jg103897.t1	arf gap with gtpase ank repeat ph
jg103884.t1	cell division control a
jg69924.t1	cytochrome c type biogenesis ccda chloroplastic isoform
jg69906.t1	solute carrier
jg69892.t1	expansin
jg177137.t2	deoxy manno octulosonate cytidylyltransferase
jg177136.t1	deoxy manno octulosonate cytidylyltransferase
jg177135.t2	thioredoxin m type chloroplastic
jg177118.t1	e3 ubiquitin ligase rnf185
jg78851.t1	expansin
jg78868.t1	pentatricopeptide repeat at4g21705 mitochondrial
jg78880.t1	choline transporter
jg78883.t1	choline transporter
jg78899.t1	anaphase promoting complex subunit
jg76662.t1	s
jg76660.t1	e3 ubiquitin ligase rglg4 isoform
jg76649.t1	ubiquitin carboxyl terminal hydrolase
jg76647.t1	metacaspase
jg76646.t1	phd type
jg76641.t1	mads box transcription factor
jg76640.t1	dna methyladenine glycosylase
jg76638.t1	serine threonine kinase
jg76629.t1	zinc finger ccch
jg76627.t1	ctp synthase
jg76605.t1	non specific lipid transfer gpi anchored
jg76594.t1	ring h2 finger
jg76593.t1	ring h2 finger
jg76586.t1	dyad
jg3367.t1	ring h2 finger
jg3365.t1	ring h2 finger
jg69699.t1	potassium channel kat1
jg69697.t1	prohibitin
jg69696.t1	inactive leucine rich repeat receptor kinase
jg69692.t1	ring h2 finger
jg69682.t1	f box interaction
jg69681.t1	acid phosphatase
jg69675.t1	shsp
jg112482.t1	cytochrome p450 monooxygenase
jg112481.t1	cytochrome p450
jg117119.t1	embryonic abundant
jg117118.t1	embryonic abundant
jg117102.t1	embryonic abundant
jg150547.t1	pathogenesis bet v i
jg150545.t1	pathogenesis bet v i
jg150540.t1	pathogenesis bet v i
jg150537.t1	pathogenesis bet v i
jg150520.t1	pathogenesis bet v i
jg10068.t1	pathogenesis bet v i
jg10073.t1	pathogenesis bet v i
jg10074.t1	pathogenesis bet v i
jg10075.t1	pathogenesis bet v i
jg148911.t1	pathogenesis bet v i
jg148923.t1	pathogenesis bet v i
jg148925.t1	pathogenesis bet v i
jg148926.t1	sulfhydryl oxidase
jg53657.t1	retinoblastoma binding
jg53646.t1	dexh box atp dependent rna helicase dexh3
jg53635.t1	chlorophyll ide b reductase nol chloroplastic
jg205969.t1	histidine phosphotransfer hpt
jg205966.t1	leucine rich repeat receptor serine threonine kinase
jg205965.t1	dof type zinc finger
jg205937.t1	phospholipid transporting atpase
jg205936.t1	phospholipid transporting atpase
jg205931.t1	nadh cytochrome b5 reductase
jg205930.t1	vacuolar sorting
jg213627.t1	ap2 ethylene responsive transcription factor
jg213638.t1	cysteine proteinase inhibitor
jg213640.t1	serrate rna effector molecule
jg213651.t1	calcium calmodulin dependent serine threonine kinase
jg213653.t1	calcium calmodulin dependent serine threonine kinase
jg213661.t1	abscisic acid insensitive
jg77911.t1	rna binding eif1ad
jg77910.t1	rna binding eif1ad
jg77907.t1	homeobox leucine zipper athb isoform
jg77905.t1	type i inositol polyphosphate phosphatase
jg7393.t1	mediator rna polymerase ii transcription subunit 15a
jg7394.t1	mediator rna polymerase ii transcription subunit 15a
jg7395.t1	mediator rna polymerase ii transcription subunit 15a
jg7397.t1	pectinesterase
jg7400.t1	pectinesterase
jg7413.t1	zinc induced facilitator isoform
jg119213.t1	zinc induced facilitator isoform
jg119214.t1	histone lysine n methyltransferase h3 specific suvh1
jg119215.t1	subtilisin protease sbt4
jg119218.t1	myb transcription factor
jg179583.t1	leucine rich repeat receptor serine threonine kinase
jg179580.t1	lrr receptor kinase
jg179578.t1	cytochrome p450 monooxygenase
jg179562.t1	aminocyclopropane carboxylate oxidase isoform
jg179559.t1	aminocyclopropane carboxylate oxidase isoform
jg179550.t1	dr1 corepressor
jg85398.t1	cysteine proteinase inhibitor
jg85385.t1	kda microtubule isoform
jg85384.t1	wat1
jg19668.t1	choline ethanolamine kinase
jg56363.t1	ribosomal s12 mitochondrial
jg56362.t1	nadh ubiquinone oxidoreductase chain
jg56355.t1	nadh ubiquinone oxidoreductase chain
jg1633.t1	homeobox leucine zipper anthocyaninless isoform
jg27047.t1	non specific serine threonine kinase
jg27023.t1	c2
jg27022.t1	c2
jg178580.t1	c2
jg178579.t1	c2
jg178578.t1	rap
jg178571.t1	signal recognition particle receptor ftsy
jg86745.t1	c2
jg86757.t1	c2 calcium dependent
jg86758.t1	c2
jg86758.t2	c2
jg86758.t3	c2
jg86761.t1	methionine adenosyltransferase subunit beta
jg86762.t1	nad p h quinone oxidoreductase subunit s chloroplastic
jg86763.t1	inositol polyphosphate multikinase
jg185780.t1	atp dependent rna helicase rrp3
jg185793.t1	nadp dependent malic enzyme
jg185798.t1	dehydrogenase reductase
jg185804.t3	dehydrogenase reductase
jg185805.t1	+ neomenthol dehydrogenase
jg185806.t1	+ neomenthol dehydrogenase
jg185809.t1	+ neomenthol dehydrogenase
jg185811.t1	short chain dehydrogenase reductase
jg185816.t1	dehydrogenase reductase
jg185818.t1	ras rab 2a
jg185820.t1	dehydrogenase reductase
jg185821.t1	ras rab 2a
jg185822.t1	ras rab 2a
jg107745.t1	ras rab 2a
jg107744.t1	ras rab 2a
jg107707.t1	ras rab 2a
jg107705.t1	ras rab 2a
jg107694.t2	isoaspartyl peptidase l asparaginase
jg107693.t1	glutathione regulated potassium efflux system kefb
jg107678.t1	lim plim2b
jg8059.t1	trna specific adenosine deaminase
jg64453.t1	gdsl esterase lipase
jg64452.t1	gdsl esterase lipase
jg64435.t1	remorin
jg205631.t1	myb transcription factor
jg205629.t1	atp dependent rna helicase
jg112145.t1	ripening
jg112144.t1	at hook motif nuclear localized
jg112099.t1	serine threonine phosphatase long form
jg189719.t1	receptor serine threonine kinase
jg189722.t1	upf0187 chloroplastic
jg189724.t1	f box kelch repeat skip4
jg189725.t1	polygalacturonase
jg189749.t1	acyl coenzyme a thioesterase
jg189751.t1	gibberellin beta dioxygenase
jg63843.t1	rop guanine nucleotide exchange factor
jg63856.t1	pre mrna splicing factor cwc26
jg63857.t1	kti12
jg63860.t2	mediator rna polymerase ii transcription subunit
jg63885.t2	pair1 isoform
jg63886.t1	e3 ubiquitin ligase
jg63887.t2	e3 ubiquitin ligase
jg29627.t1	pa signal peptide peptidase
jg29628.t1	skp1 isoform
jg29635.t1	glycerol phosphate acyltransferase
jg29644.t1	ascorbate transporter chloroplastic
jg29646.t1	cytochrome p450 86a8
jg29655.t1	pollen specific sf21
jg29658.t1	f box pp2 a13
jg29659.t1	wrky transcription factor
jg29695.t1	ethylene responsive transcription factor
jg29715.t1	serine arginine rich splicing factor rs41 isoform
jg8635.t1	beta glucanase
jg8654.t1	ring h2 finger
jg8656.t1	ribulosamine kinase chloroplastic
jg135078.t1	two component response regulator arr2 isoform
jg163669.t1	transcription factor tcp
jg163686.t1	phospholipase d
jg163693.t2	subtilisin protease sbt4
jg15823.t1	lysophosphatidylcholine acyltransferase
jg9346.t1	mads box transcription factor
jg9341.t1	agamous mads box
jg171885.t2	mads box transcription factor
jg5690.t1	mads box transcription factor
jg5689.t1	agamous mads box
jg5685.t1	mads box transcription factor
jg17039.t1	mads box transcription factor
jg17043.t1	agamous mads box
jg17041.t1	mads box transcription factor
jg17054.t1	mads box transcription factor
jg152129.t1	histone deacetylase complex subunit sap18
jg152130.t2	hexosyltransferase
jg152131.t1	hexosyltransferase
jg152133.t1	gdsl esterase lipase at1g29670
jg152138.t1	gibberellin oxidase
jg152145.t1	glyoxylate hydroxypyruvate reductase hpr3
jg152147.t1	glyoxylate hydroxypyruvate reductase hpr3
jg152150.t1	glyoxylate hydroxypyruvate reductase hpr3 b
jg152152.t1	dirigent
jg152161.t1	utp rna uridylyltransferase a
jg166520.t1	carboxylesterase
jg166501.t1	carboxylesterase
jg7474.t1	rich receptor serine threonine kinase
jg169597.t1	extended synaptotagmin
jg169605.t1	phosphopantothenoylcysteine decarboxylase a
jg169607.t1	acyl activating enzyme isoform
jg169608.t1	acyl activating enzyme isoform b
jg28506.t1	beach c2 isoform x1
jg28508.t1	cytochrome p450 704c1
jg28509.t1	cytochrome p450 704c1
jg69357.t1	kinase aurora
jg69361.t1	nadh dehydrogenase alpha subcomplex subunit b
jg69368.t1	growth regulating factor
jg69369.t1	pentatricopeptide repeat at4g32430 mitochondrial isoform
jg69371.t1	peptidyl prolyl cis trans isomerase
jg69372.t1	hydroxy tetrahydrodipicolinate synthase
jg69376.t1	hydroxy tetrahydrodipicolinate synthase
jg69378.t1	hydroxy tetrahydrodipicolinate synthase
jg69383.t1	at hook motif nuclear localized
jg159489.t1	calcium binding cml25
jg159493.t1	brefeldin a inhibited guanine nucleotide exchange
jg159532.t1	lob
jg159537.t1	lob
jg159545.t1	lob
jg159557.t1	lob
jg175913.t1	at hook motif nuclear localized
jg175919.t1	u6 snrna sm lsm7
jg175929.t1	heavy metal hma
jg175935.t1	pathogenesis thaumatin
jg175936.t1	ras rab 11a
jg175943.t1	pectinesterase
jg175946.t1	pectinesterase
jg175947.t1	pectinesterase
jg175948.t1	pectinesterase
jg175949.t1	pectinesterase
jg175959.t1	transcription factor bhlh130 isoform
jg184350.t1	transcription factor bhlh130 isoform
jg26118.t1	dna damage repair toleration drt100
jg91325.t1	erad e3 ubiquitin ligase component hrd3a
jg91377.t1	lob
jg91368.t2	aminocyclopropane carboxylate oxidase isoform
jg135903.t1	dna directed rna polymerase subunit
jg7509.t1	dna directed rna polymerase subunit
jg7510.t1	dna directed rna polymerase subunit
jg96411.t1	40s ribosomal s19
jg96413.t1	methyltransferase mitochondrial isoform x1
jg96423.t1	mizu kussei
jg111462.t1	eri1 exoribonuclease
jg111461.t1	retinoblastoma
jg111449.t1	gpi mannosyltransferase
jg111448.t1	ciliaand flagella
jg111447.t1	lnk3
jg111437.t1	unc isoform
jg111433.t1	peptidyl prolyl cis trans isomerase
jg111432.t1	nadh dehydrogenase alpha subcomplex subunit
jg111431.t1	transcription factor tga2
jg111415.t1	ribosome recycling factor
jg111413.t1	mitochondrial inner membrane protease subunit
jg181890.t1	coumarate coa ligase
jg181889.t1	nudix hydrolase mitochondrial
jg181886.t1	haus augmin subunit
jg181881.t1	aspartyl protease aed3
jg181862.t1	hydroxyproline o arabinosyltransferase
jg80578.t1	pentatricopeptide repeat at5g38730
jg181855.t1	nbs lrr disease resistance
jg45996.t1	organic cation carnitine transporter
jg45967.t1	phosphatidylinositol phosphate kinase
jg45962.t1	lateral root primordium
jg45959.t1	beta galactosidase
jg203597.t1	dna directed rna polymerase subunit
jg203616.t1	nrt1 ptr
jg203619.t1	nad nadh kinase
jg203630.t1	two component response regulator
jg76932.t1	histone h4
jg76933.t1	adp ribosylation factor gtpase activating agd11
jg76958.t1	ompdecase
jg76987.t1	ring type e3 ubiquitin transferase
jg143016.t1	aspartic proteinase cdr1
jg143020.t1	aspartic proteinase cdr1
jg143021.t1	aspartic proteinase cdr1
jg143034.t1	aspartic proteinase cdr1
jg143035.t1	annexin
jg133102.t1	annexin
jg133100.t1	annexin
jg133099.t1	annexin d4
jg133074.t1	annexin
jg2847.t1	flavin monooxygenase fmo gs
jg123336.t1	flavin monooxygenase fmo gs
jg123334.t1	chaperone dnaj a
jg123319.t1	casparian strip integrity factor
jg123301.t1	detoxification
jg123300.t1	zinc finger ccch
jg123295.t1	cellulose synthase
jg149134.t1	histone chaperone asf1b
jg149131.t1	fra10ac1 isoform
jg149130.t1	nuclear transcription factor y subunit
jg149128.t1	carotenoid cleavage dioxygenase chloroplastic
jg149114.t1	structural maintenance chromosomes
jg176976.t1	wd repeat isoform
jg176975.t1	dna helicase chromatin remodeling snf2
jg176955.t1	sumo activating enzyme subunit
jg176940.t1	receptor serine threonine kinase
jg176937.t1	e3 ubiquitin ligase big brother isoform
jg156352.t1	adp atp translocase
jg187161.t1	zinc finger wip2
jg187157.t1	polyadenylate binding isoform
jg10801.t1	zinc finger a20 an1 stress
jg10844.t1	gamma response
jg219270.t1	methyltransferase
jg219268.t1	cop9 signalosome complex subunit
jg136405.t2	plant ubx isoform
jg136406.t1	methyltransferase
jg136421.t1	atp dependent helicase brm isoform
jg136426.t1	ubiquitin conjugating enzyme e2
